Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Geographic Area Name_x,Area_Type,Tract_x,Plurality Race,Tract_y, !!Total:!!Population of one race:!!White alone_PROPORTION, !!Total:!!Population of one race:!!Black or African American alone_PROPORTION, !!Total:!!Population of one race:!!American Indian and Alaska Native alone_PROPORTION, !!Total:!!Population of one race:!!Asian alone_PROPORTION, !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone_PROPORTION, !!Total:!!Population of one race:!!Some Other Race alone_PROPORTION,FIPS Code 2020,California Census tracts,Number of people in state prison from each Census tract 2020,"Census population, 2020","Total population, 2020","Imprisonment rate per 100,000",Geographic Area Name_y,Estimate!!Total!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 16 years and over!!AGE!!16 to 19 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency),Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
4063.0,35.7,4063.0,Urban,4063.0,Asian,4063.0,0.14113812985710705,0.16620706944096264,0.016044121333667585,0.3221358736525445,0.008774128854349462,0.2547004261719729,6001406300,4063.0,15,"3,989","4,004",375,4063.0,3434,7.6,175,2447,737,478,770,462
4064.0,14.7,4064.0,Urban,4064.0,White,4064.0,0.2700135685210312,0.2397105382180009,0.02668475802804161,0.23156942559927635,0.003165988240615106,0.11352329262777024,6001406400,4064.0,2,"2,211","2,213",90,4064.0,2001,3.5,45,1158,152,348,202,456
4065.0,21.3,4065.0,Urban,4065.0,Some Other Race,4065.0,0.12346675274370561,0.16736604260813429,0.04793415106520336,0.21659134925758555,0.005164622336991607,0.32666236281471916,6001406500,4065.0,18,"6,196","6,214",290,4065.0,4992,6.2,327,3586,809,1076,959,742
4066.01,10.5,4066.01,Urban,4066.01,Asian,4066.01,0.18618121638394705,0.22962350020686803,0.019031857674803476,0.270376499793132,0.004344228382292098,0.16901117087298304,6001406601,4066.01,13,"4,834","4,847",268,4066.01,3989,8.1,357,2900,543,644,866,847
4066.02,11.6,4066.02,Urban,4066.02,Asian,4066.02,0.18872357086922475,0.23101018010963195,0.022317932654659357,0.23375097885669538,0.01331245105716523,0.19303054032889586,6001406602,4066.02,3,"2,554","2,557",117,4066.02,1950,7.6,80,1498,283,255,467,493
4067.0,2.9,4067.0,Urban,4067.0,White,4067.0,0.49757499550925094,0.13490210167055866,0.006107418717442069,0.1726243937488773,0.005388898868331237,0.048679719777258844,6001406700,4067.0,6,"5,567","5,573",108,4067.0,4387,2.6,187,3013,348,309,570,1786
4068.0,5.0,4068.0,Urban,4068.0,White,4068.0,0.4160829363967498,0.13785374054356964,0.012048192771084338,0.23760156906696553,0.005323620061641917,0.056318296441580276,6001406800,4068.0,5,"3,569","3,574",140,4068.0,2867,4.3,96,1936,147,188,478,1123
4069.0,9.0,4069.0,Urban,4069.0,White,4069.0,0.38317270122427716,0.19510289137796302,0.015108101067986456,0.1872883563427976,0.005470174524615785,0.07423808283407138,6001406900,4069.0,8,"3,839","3,847",208,4069.0,3179,7.5,114,2198,196,230,345,1427
4070.0,11.2,4070.0,Urban,4070.0,Asian,4070.0,0.17289027800625104,0.19937489718703735,0.03191314360914624,0.26747820365191644,0.00575752590886659,0.21895048527718375,6001407000,4070.0,15,"6,079","6,094",246,4070.0,4613,4.9,198,3484,514,861,1171,938
4071.01,29.3,4071.01,Urban,4071.01,Some Other Race,4071.01,0.112141652613828,0.13968521641371556,0.03962900505902192,0.1911186059584036,0.0030916245081506464,0.39769533445756045,6001407101,4071.01,13,"3,558","3,571",364,4071.01,3059,8.2,303,2213,592,893,413,315
4071.02,22.1,4071.02,Urban,4071.02,Some Other Race,4071.02,0.16544956640803285,0.15175718849840256,0.03491556366955728,0.2078959379278868,0.004564125969876769,0.31081697854860796,6001407102,4071.02,14,"4,382","4,396",318,4071.02,3493,4.4,326,2375,748,488,545,594
4072.0,25.9,4072.0,Urban,4072.0,Some Other Race,4072.0,0.12765645610435292,0.0665396453173091,0.08383409057599296,0.10977575846401876,0.0007328154770628756,0.4883482339147003,6001407200,4072.0,13,"6,823","6,836",190,4072.0,5263,9.7,346,3787,1471,869,691,756
4073.0,12.6,4073.0,Urban,4073.0,Some Other Race,4073.0,0.21582551356834898,0.1496322597007355,0.04184630991630738,0.06923662186152675,0.016738523966522954,0.3913264012173472,6001407300,4073.0,11,"3,943","3,954",278,4073.0,2108,9.8,183,1506,430,373,388,315
4074.0,23.0,4074.0,Urban,4074.0,Some Other Race,4074.0,0.0741160471441523,0.17520398912058024,0.0727561196736174,0.09088848594741614,0.0043064369900271985,0.46509519492293744,6001407400,4074.0,17,"4,412","4,429",384,4074.0,3202,11.0,235,2222,628,535,650,409
4075.0,43.8,4075.0,Urban,4075.0,Some Other Race,4075.0,0.08669860825918321,0.25530458590006844,0.06068902578142824,0.06365503080082136,0.016883413187314626,0.40885238421172715,6001407500,4075.0,24,"4,383","4,407",545,4075.0,3018,10.8,184,2164,731,432,588,413
4076.0,10.5,4076.0,Urban,4076.0,Black or African American,4076.0,0.18513302034428794,0.28779342723004697,0.03693270735524257,0.10594679186228483,0.011580594679186228,0.24726134585289514,6001407600,4076.0,28,"6,390","6,418",436,4076.0,4877,4.4,262,3294,661,406,1002,1225
4077.0,2.4,4077.0,Urban,4077.0,Black or African American,4077.0,0.30660694288913776,0.3737961926091825,0.01097424412094065,0.08443449048152296,0.0026875699888017916,0.09227323628219485,6001407700,4077.0,19,"4,465","4,484",424,4077.0,3367,5.3,134,2440,135,325,633,1347
4078.0,11.0,4078.0,Urban,4078.0,White,4078.0,0.3497682258744206,0.2781289506953224,0.014749262536873156,0.09608091024020228,0.004214075010535188,0.10745891276864729,6001407800,4078.0,6,"2,373","2,379",252,4078.0,2284,8.0,551,1114,158,57,229,670
4079.0,3.6,4079.0,Urban,4079.0,White,4079.0,0.3924050632911392,0.186952288218111,0.008763388510223954,0.1587147030185005,0.006166828951639078,0.08471275559883155,6001407900,4079.0,5,"3,081","3,086",162,4079.0,2240,0.7,99,1710,81,169,353,1107
4080.0,2.0,4080.0,Urban,4080.0,White,4080.0,0.5414448669201521,0.11444866920152091,0.0022813688212927757,0.1935361216730038,0.0019011406844106464,0.02699619771863118,6001408000,4080.0,1,"2,630","2,631",38,4080.0,2460,6.2,288,1297,57,137,181,922
4081.0,3.2,4081.0,Urban,4081.0,White,4081.0,0.3539928486293206,0.2456793802145411,0.0019368295589988081,0.22526817640047675,0.004022646007151371,0.041120381406436236,6001408100,4081.0,12,"6,712","6,724",178,4081.0,5645,7.4,183,3787,189,222,715,2661
4082.0,13.8,4082.0,Urban,4082.0,Black or African American,4082.0,0.21449340192350705,0.40304182509505704,0.019906061283829123,0.063296801610378,0.002460299709237307,0.15813017222097964,6001408200,4082.0,9,"4,471","4,480",201,4082.0,3801,6.0,155,2752,204,446,778,1324
4083.0,10.6,4083.0,Urban,4083.0,Black or African American,4083.0,0.26633270715925694,0.3420997704028387,0.013358380296389062,0.08035900647046545,0.007514088916718848,0.14965560425798372,6001408300,4083.0,18,"4,791","4,809",374,4083.0,4215,12.6,110,3305,433,598,823,1451
4084.0,12.0,4084.0,Urban,4084.0,Black or African American,4084.0,0.07206518971224854,0.3745861981156099,0.040998217468805706,0.030557677616501147,0.011713776419658773,0.3404634581105169,6001408400,4084.0,19,"3,927","3,946",482,4084.0,2639,7.0,207,1841,241,492,691,417
4085.0,13.9,4085.0,Urban,4085.0,Some Other Race,4085.0,0.07475660639777469,0.3532684283727399,0.0476356050069541,0.03320584144645341,0.013560500695410291,0.36752433936022255,6001408500,4085.0,34,"5,752","5,786",588,4085.0,4374,8.5,273,3369,1076,939,961,393
4086.0,22.3,4086.0,Urban,4086.0,Some Other Race,4086.0,0.07848224420301605,0.33452245824550025,0.03859250851305335,0.043132803632236094,0.009729203826820172,0.3745743473325766,6001408600,4086.0,40,"6,167","6,207",644,4086.0,5268,5.6,373,3854,1275,654,1089,836
4087.0,14.1,4087.0,Urban,4087.0,Black or African American,4087.0,0.09724723437098019,0.3583740674041677,0.023025469513763826,0.04836634936969385,0.006817597118600463,0.3529714432724466,6001408700,4087.0,44,"7,774","7,818",563,4087.0,6022,7.8,224,4275,541,1861,951,922
4088.0,27.8,4088.0,Urban,4088.0,Some Other Race,4088.0,0.09976574342014606,0.3269946258784622,0.028386385558770842,0.08281659087777318,0.01185062698084608,0.3579991732120711,6001408800,4088.0,36,"7,257","7,293",494,4088.0,4658,7.4,266,3281,1236,733,1129,183
4089.0,20.7,4089.0,Urban,4089.0,Some Other Race,4089.0,0.07544723878662173,0.24863883847549909,0.030593725693544207,0.04044594244231268,0.0049261083743842365,0.5073891625615764,6001408900,4089.0,21,"3,857","3,878",542,4089.0,2821,7.4,264,1902,820,402,487,193
4090.0,15.6,4090.0,Urban,4090.0,Some Other Race,4090.0,0.11908177905308465,0.2994466079114573,0.02766960442713671,0.0625128100020496,0.01639680262348842,0.37958598073375693,6001409000,4090.0,21,"4,879","4,900",429,4090.0,3479,7.4,205,2490,719,722,665,384
4091.0,13.6,4091.0,Urban,4091.0,Some Other Race,4091.0,0.07888349514563107,0.2593042071197411,0.03478964401294499,0.049352750809061485,0.024271844660194174,0.441747572815534,6001409100,4091.0,18,"2,472","2,490",723,4091.0,1930,2.1,106,1449,354,435,471,189
4092.0,11.0,4092.0,Urban,4092.0,Some Other Race,4092.0,0.07190412782956059,0.2535286284953395,0.029560585885486018,0.05858854860186418,0.01677762982689747,0.4657789613848202,6001409200,4092.0,20,"3,755","3,775",530,4092.0,2654,3.5,309,1901,692,553,341,315
4093.0,24.3,4093.0,Urban,4093.0,Some Other Race,4093.0,0.08577442553937906,0.2329415891948781,0.03315207858270479,0.03508156463778284,0.005262234695667427,0.48465181547097,6001409300,4093.0,24,"5,701","5,725",419,4093.0,4029,7.8,268,2860,963,973,570,354
4094.0,31.9,4094.0,Urban,4094.0,Some Other Race,4094.0,0.07380554006320877,0.16397099832682654,0.03439300985313255,0.07213236661089421,0.010039040713887339,0.5318832496746607,6001409400,4094.0,15,"5,379","5,394",278,4094.0,3742,2.1,322,2575,1023,892,379,281
4095.0,31.0,4095.0,Urban,4095.0,Some Other Race,4095.0,0.08792710706150342,0.23143507972665148,0.03621867881548975,0.04145785876993166,0.009567198177676537,0.5045558086560364,6001409500,4095.0,19,"4,390","4,409",431,4095.0,2836,7.1,232,2070,857,539,413,261
4096.0,15.8,4096.0,Urban,4096.0,Some Other Race,4096.0,0.0649125843863597,0.2321274017656223,0.030811840055392073,0.02994633893024061,0.01021291327678726,0.506491258438636,6001409600,4096.0,31,"5,777","5,808",534,4096.0,3629,10.0,258,2428,791,652,621,364
4097.0,26.7,4097.0,Urban,4097.0,Black or African American,4097.0,0.06319029512945863,0.36429476733659244,0.03259098316132537,0.042368278109722976,0.025167481441245698,0.34636972659786347,6001409700,4097.0,26,"5,523","5,549",469,4097.0,3584,5.9,412,2604,629,848,685,442
4098.0,13.5,4098.0,Urban,4098.0,Black or African American,4098.0,0.16832298136645962,0.5211180124223602,0.016149068322981366,0.07267080745341616,0.0068322981366459624,0.0891304347826087,6001409800,4098.0,12,"3,220","3,232",371,4098.0,2965,6.7,268,2112,172,322,689,929
4099.0,8.0,4099.0,Urban,4099.0,Black or African American,4099.0,0.29244218838127467,0.43372814438804286,0.008460236886632826,0.10518894529046813,0.003102086858432036,0.03976311336717428,6001409900,4099.0,5,"3,546","3,551",141,4099.0,3032,3.1,32,2091,112,289,542,1148
4100.0,3.5,4100.0,Urban,4100.0,Black or African American,4100.0,0.33883206862421644,0.39524909270867703,0.0023094688221709007,0.08907951171230617,0.0013196964698119432,0.0580666446717255,6001410000,4100.0,5,"3,031","3,036",165,4100.0,2860,7.5,67,1560,25,226,299,1010
4101.0,10.6,4101.0,Urban,4101.0,Black or African American,4101.0,0.12,0.47863247863247865,0.021538461538461538,0.07076923076923076,0.016752136752136753,0.17264957264957265,6001410100,4101.0,11,"2,925","2,936",375,4101.0,2190,4.7,93,1624,101,371,593,559
4102.0,17.2,4102.0,Urban,4102.0,Black or African American,4102.0,0.07964120684968741,0.3938570263658603,0.02364773036151128,0.06496330524599075,0.0176678445229682,0.3055178037510193,6001410200,4102.0,22,"3,679","3,701",594,4102.0,2755,1.2,334,1913,312,631,570,400
4103.0,17.9,4103.0,Urban,4103.0,Some Other Race,4103.0,0.062190287413280476,0.20961347869177405,0.028989098116947474,0.032457879088206146,0.022299306243805748,0.5002477700693756,6001410300,4103.0,19,"4,036","4,055",469,4103.0,2740,11.3,211,2051,657,687,447,260
4104.0,9.0,4104.0,Urban,4104.0,Black or African American,4104.0,0.09995171414775471,0.3208594881699662,0.022935779816513763,0.11033317238049252,0.00748430709802028,0.29357798165137616,6001410400,4104.0,9,"4,142","4,151",217,4104.0,3640,7.7,239,2496,517,746,642,591
4105.0,35.0,4105.0,Urban,4105.0,Black or African American,4105.0,0.18801410105757932,0.5229142185663925,0.007050528789659225,0.10497453975714845,0.009792401096748922,0.07207207207207207,6001410500,4105.0,11,"2,553","2,564",429,4105.0,1833,14.6,74,1373,200,273,529,371
4201.0,2.3,4201.0,Urban,4201.0,White,4201.0,0.5665024630541872,0.0180623973727422,0.00041050903119868636,0.2438423645320197,0.0008210180623973727,0.031198686371100164,6001420100,4201.0,0,"2,436","2,436",0,4201.0,1940,2.6,134,1329,10,47,205,1067
4202.0,7.9,4202.0,Urban,4202.0,Asian,4202.0,0.38280766852195425,0.029684601113172542,0.0030921459492888066,0.39579468150896724,0.0009276437847866419,0.045763760049474335,6001420200,4202.0,0,"3,234","3,234",0,4202.0,2601,1.4,80,2009,75,359,250,1325
4203.01,4.8,4203.01,Urban,4203.01,Asian,4203.01,0.3305052063247204,0.043964519861164675,0.0011569610489780178,0.5009641342074816,0.0,0.026610104126494408,6001420301,4203.01,0,"2,593","2,593",0,4203.01,2161,4.3,144,1434,56,47,210,1121
4203.02,5.7,4203.02,Urban,4203.02,White,4203.02,0.4571310799670239,0.031739488870568835,0.004122011541632316,0.3124484748557296,0.0016488046166529267,0.05276174773289365,6001420302,4203.02,0,"2,426","2,426",0,4203.02,1944,2.8,53,1537,184,73,254,1026
4204.01,36.0,4204.01,Urban,4204.01,White,4204.01,0.4483406386975579,0.05572949279899812,0.011271133375078271,0.2197871008140263,0.0006261740763932373,0.13713212273011896,6001420401,4204.01,2,"1,597","1,599",125,4204.01,829,0.0,0,762,38,36,73,615
4204.02,22.5,4204.02,Urban,4204.02,White,4204.02,0.3726218097447796,0.07981438515081206,0.012993039443155453,0.2552204176334107,0.0004640371229698376,0.14292343387471,6001420402,4204.02,1,"2,155","2,156",46,4204.02,1390,4.6,21,1192,12,70,240,870
4205.0,6.5,4205.0,Urban,4205.0,White,4205.0,0.4734677087618264,0.030028794734677088,0.003290826820238585,0.2974084738790621,0.0008227067050596463,0.0390785684903332,6001420500,4205.0,0,"2,431","2,431",0,4205.0,1931,4.6,141,1385,50,121,206,1008
4206.0,3.6,4206.0,Urban,4206.0,White,4206.0,0.6448955575169167,0.01500441306266549,0.00353045013239188,0.18505442777287437,0.0011768167107972932,0.025889967637540454,6001420600,4206.0,1,"3,399","3,400",29,4206.0,2703,2.9,226,1833,28,110,185,1510
4211.0,2.5,4211.0,Urban,4211.0,White,4211.0,0.7035942885278188,0.022156573116691284,0.0,0.13737075332348597,0.0014771048744460858,0.0206794682422452,6001421100,4211.0,2,"2,031","2,033",98,4211.0,1810,6.2,25,969,0,61,77,831
4212.0,0.6,4212.0,Urban,4212.0,White,4212.0,0.7383100902379,0.01585999453103637,0.004101722723543888,0.10336341263330599,0.0013672409078479629,0.018594476346732294,6001421200,4212.0,2,"3,657","3,659",55,4212.0,3128,2.2,91,1699,13,22,164,1500
4213.0,4.4,4213.0,Urban,4213.0,White,4213.0,0.7173637515842839,0.017997465145754118,0.0025348542458808617,0.11964512040557668,0.0,0.01977186311787072,6001421300,4213.0,4,"3,945","3,949",101,4213.0,3414,5.4,105,2054,38,104,130,1782
4214.0,5.5,4214.0,Urban,4214.0,White,4214.0,0.764145324597975,0.011316259678379988,0.0,0.10065515187611673,0.0005955926146515784,0.016081000595592615,6001421400,4214.0,0,"1,679","1,679",0,4214.0,1451,1.6,83,684,22,25,60,577
4215.0,3.3,4215.0,Urban,4215.0,White,4215.0,0.7391188251001335,0.012283044058744993,0.0013351134846461949,0.10921228304405875,0.0013351134846461949,0.014686248331108143,6001421500,4215.0,3,"3,745","3,748",80,4215.0,3396,5.0,229,2013,8,59,283,1663
4216.0,8.1,4216.0,Urban,4216.0,White,4216.0,0.7239311783107404,0.02737226277372263,0.0015641293013555788,0.11392075078206465,0.0010427528675703858,0.023722627737226276,6001421600,4216.0,1,"3,836","3,837",26,4216.0,3181,2.6,293,1861,1,19,137,1704
4217.0,12.9,4217.0,Urban,4217.0,White,4217.0,0.6216774955699941,0.028056704075605433,0.004430005906674543,0.1952155936207915,0.0014766686355581807,0.023331364441819255,6001421700,4217.0,0,"3,386","3,386",0,4217.0,3266,3.5,86,2038,9,201,127,1701
4218.0,6.0,4218.0,Urban,4218.0,White,4218.0,0.7004739336492891,0.027488151658767772,0.0018957345971563982,0.11943127962085308,0.0014218009478672985,0.016113744075829384,6001421800,4218.0,3,"2,110","2,113",142,4218.0,1905,4.9,47,1307,39,53,113,1102
4219.0,4.5,4219.0,Urban,4219.0,White,4219.0,0.6044603947705717,0.06664957703153038,0.0015380671622660857,0.1545757498077416,0.0015380671622660857,0.03640092284029736,6001421900,4219.0,5,"3,901","3,906",128,4219.0,3549,4.7,234,2543,54,215,358,1916
4220.0,14.0,4220.0,Urban,4220.0,White,4220.0,0.46634615384615385,0.19134615384615383,0.010576923076923078,0.12788461538461537,0.015865384615384615,0.08100961538461539,6001422000,4220.0,3,"4,160","4,163",72,4220.0,1898,3.0,30,1446,117,75,277,977
4221.0,7.5,4221.0,Urban,4221.0,White,4221.0,0.44143510376363,0.11396412240590925,0.022511431586352444,0.12275765036932818,0.0031656700668308124,0.15546957439324657,6001422100,4221.0,5,"2,843","2,848",176,4221.0,2766,4.4,116,1870,119,168,319,1264
4222.0,8.9,4222.0,Urban,4222.0,White,4222.0,0.5475617098133655,0.08127633955448525,0.005418422636965683,0.1703792895845876,0.002107164358819988,0.046658639373871165,6001422200,4222.0,2,"3,322","3,324",60,4222.0,2626,1.8,76,1993,88,209,209,1487
4223.0,11.2,4223.0,Urban,4223.0,White,4223.0,0.5757019155077407,0.05694043558121228,0.0018367882445552348,0.21044345316189977,0.0007871949619522435,0.04067173970086591,6001422300,4223.0,4,"3,811","3,815",105,4223.0,3144,4.8,155,2120,7,127,268,1718
4224.0,23.9,4224.0,Urban,4224.0,White,4224.0,0.42864054184808903,0.05370101596516691,0.0038703434929850023,0.3710691823899371,0.0016932752781809385,0.040638606676342524,6001422400,4224.0,3,"4,134","4,137",73,4224.0,4376,8.8,93,2530,88,178,279,1985
4225.0,29.5,4225.0,Urban,4225.0,White,4225.0,0.5123395853899309,0.04284304047384008,0.0019743336623889436,0.276604146100691,0.004540967423494571,0.07620927936821323,6001422500,4225.0,1,"5,065","5,066",20,4225.0,4444,4.9,775,2134,231,258,288,1357
4227.0,45.8,4227.0,Urban,4227.0,White,4227.0,0.5322514379622021,0.024239934264585046,0.0008216926869350862,0.26787181594083814,0.001027115858668858,0.05238290879211175,6001422700,4227.0,4,"4,868","4,872",82,4227.0,4946,8.5,1580,977,53,55,143,726
4228.0,65.1,4228.0,Urban,4228.0,Asian,4228.0,0.366651845264562,0.03121387283236994,0.00213428190306803,0.37243219208537126,8.89284126278346e-05,0.1390840373499333,6001422800,4228.0,0,"11,245","11,245",0,4228.0,9217,12.8,5086,935,46,52,211,626
4229.01,40.6,4229.01,Urban,4229.01,Asian,4229.01,0.3341946597760551,0.05857019810508183,0.00516795865633075,0.4595176571920758,0.0012919896640826874,0.04909560723514212,6001422901,4229.01,1,"2,322","2,323",43,4229.01,2608,4.9,320,1095,75,107,201,712
4229.02,40.4,4229.02,Urban,4229.02,Asian,4229.02,0.3247609627431586,0.13979558193208044,0.013517969007583251,0.3570722057368942,0.004945598417408506,0.06594131223211341,6001422902,4229.02,3,"3,033","3,036",99,4229.02,2821,2.4,364,1620,26,102,555,937
4230.0,10.2,4230.0,Urban,4230.0,White,4230.0,0.5883233532934131,0.0635158254918734,0.005988023952095809,0.17258340461933278,0.001710863986313088,0.04148845166809239,6001423000,4230.0,3,"4,676","4,679",64,4230.0,4484,3.0,113,3169,16,16,403,2734
4231.0,14.7,4231.0,Urban,4231.0,White,4231.0,0.5031141868512111,0.13310265282583622,0.007612456747404845,0.15340253748558247,0.002768166089965398,0.07404844290657439,6001423100,4231.0,2,"4,335","4,337",46,4231.0,3706,3.1,283,2367,138,194,343,1692
4232.0,17.8,4232.0,Urban,4232.0,White,4232.0,0.3749133749133749,0.1787941787941788,0.019404019404019403,0.11642411642411643,0.002772002772002772,0.16978516978516978,6001423200,4232.0,5,"2,886","2,891",173,4232.0,2496,1.8,157,1741,96,282,543,820
4233.0,20.2,4233.0,Urban,4233.0,White,4233.0,0.4617442482611022,0.22605671482075976,0.006688068485821295,0.09925093632958802,0.002407704654895666,0.061530230069555915,6001423300,4233.0,10,"3,738","3,748",267,4233.0,2784,8.0,137,1874,60,243,441,1130
4234.0,14.0,4234.0,Urban,4234.0,White,4234.0,0.46331817282974097,0.17718014633181728,0.009887284951552304,0.12260233339924857,0.0011864741941862765,0.08166897369982203,6001423400,4234.0,16,"5,057","5,073",315,4234.0,4774,6.5,335,3187,109,199,653,2226
4235.0,16.8,4235.0,Urban,4235.0,White,4235.0,0.5138169257340242,0.13788140472078295,0.0063327576280944155,0.1669545192861255,0.0008635578583765112,0.05325273459988486,6001423500,4235.0,2,"3,474","3,476",58,4235.0,3027,4.3,51,1843,15,83,451,1294
4236.01,8.0,4236.01,Urban,4236.01,White,4236.01,0.6419971671388102,0.030807365439093484,0.004603399433427762,0.15155807365439095,0.002124645892351275,0.037535410764872525,6001423601,4236.01,1,"2,824","2,825",35,4236.01,2451,6.6,68,1541,14,36,287,1204
4236.02,49.4,4236.02,Urban,4236.02,White,4236.02,0.4153161175422974,0.02867319679430098,0.004808548530721282,0.383793410507569,0.0017809439002671415,0.053428317008014245,6001423602,4236.02,5,"5,615","5,620",89,4236.02,6134,3.9,651,2128,81,99,219,1729
4237.0,17.7,4237.0,Urban,4237.0,White,4237.0,0.639348134152102,0.03519130845536136,0.0023618327822390174,0.16343882853094002,0.0011809163911195087,0.054558337269721306,6001423700,4237.0,2,"4,234","4,236",47,4237.0,3655,3.8,907,1472,4,129,130,1209
4238.0,9.2,4238.0,Urban,4238.0,White,4238.0,0.7503109452736318,0.020211442786069653,0.0024875621890547263,0.10043532338308457,0.0021766169154228856,0.014925373134328358,6001423800,4238.0,1,"3,216","3,217",31,4238.0,2836,3.5,96,1730,9,80,112,1529
4239.01,7.8,4239.01,Urban,4239.01,White,4239.01,0.5647464303298868,0.1329394387001477,0.005908419497784343,0.1019202363367799,0.0004923682914820286,0.05416051206302314,6001423901,4239.01,5,"2,031","2,036",246,4239.01,1949,6.2,53,1335,46,187,251,851
4239.02,12.9,4239.02,Urban,4239.02,White,4239.02,0.6994535519125683,0.03961748633879782,0.0020491803278688526,0.1168032786885246,0.0,0.01980874316939891,6001423902,4239.02,0,"1,464","1,464",0,4239.02,1326,0.9,22,910,8,59,54,789
4240.01,21.9,4240.01,Urban,4240.01,White,4240.01,0.4286058851905451,0.20622286541244572,0.010612638687891944,0.10998552821997105,0.002653159671972986,0.10154365653642064,6001424001,4240.01,8,"4,146","4,154",193,4240.01,3329,8.6,125,2367,190,292,414,1471
4240.02,8.6,4240.02,Urban,4240.02,White,4240.02,0.375,0.2616559485530547,0.008440514469453377,0.11655948553054662,0.003215434083601286,0.11173633440514469,6001424002,4240.02,6,"2,488","2,494",241,4240.02,2239,7.7,98,1547,102,296,336,813
4251.01,7.7,4251.01,Urban,4251.01,White,4251.01,0.5169994603345925,0.044252563410685376,0.004317323259579061,0.32218024824608743,0.0021586616297895305,0.023745277927684834,6001425101,4251.01,0,"1,853","1,853",0,4251.01,1573,4.6,15,1076,8,87,212,769
4251.02,8.4,4251.02,Urban,4251.02,Asian,4251.02,0.2953091684434968,0.13699360341151387,0.0042643923240938165,0.43736673773987206,0.00453091684434968,0.036780383795309166,6001425102,4251.02,1,"3,752","3,753",27,4251.02,3502,0.4,32,2906,50,184,398,2274
4251.03,9.3,4251.03,Urban,4251.03,White,4251.03,0.3978127136021873,0.15208475734791524,0.001367053998632946,0.2727272727272727,0.006151742993848257,0.03793574846206425,6001425103,4251.03,2,"2,926","2,928",68,4251.03,2506,6.1,0,2324,33,99,483,1709
4251.04,22.3,4251.04,Urban,4251.04,White,4251.04,0.35802469135802467,0.22267946959304985,0.010973936899862825,0.21239140374942844,0.003429355281207133,0.07407407407407407,6001425104,4251.04,3,"4,374","4,377",69,4251.04,3241,4.1,94,2308,30,306,324,1648
4261.0,1.6,4261.0,Urban,4261.0,White,4261.0,0.6522627278441232,0.011627906976744186,0.0009428032683846638,0.20144563167818982,0.001257071024512885,0.014613450659962288,6001426100,4261.0,2,"6,364","6,366",31,4261.0,5185,3.0,413,3129,0,115,399,2615
4262.0,3.9,4262.0,Urban,4262.0,White,4262.0,0.6252288911495422,0.010579857578840285,0.0008138351983723296,0.20061037639877924,0.001017293997965412,0.017090539165818923,6001426200,4262.0,2,"4,915","4,917",41,4262.0,3543,6.6,182,2339,9,181,196,1953
4271.0,3.5,4271.0,Urban,4271.0,White,4271.0,0.6071868077775043,0.03716465665764214,0.0009844942160964804,0.18410041841004185,0.0009844942160964804,0.03347280334728033,6001427100,4271.0,4,"4,063","4,067",98,4271.0,3290,5.8,122,2326,64,73,541,1648
4272.0,6.9,4272.0,Urban,4272.0,White,4272.0,0.4082053632821453,0.04354801741920697,0.007105202842081137,0.3405913362365345,0.005730002292000917,0.05477882191152877,6001427200,4272.0,3,"4,363","4,366",69,4272.0,3647,3.9,124,2627,330,483,592,1222
4273.0,7.5,4273.0,Urban,4273.0,White,4273.0,0.3958734044413359,0.0966952264381885,0.006119951040391677,0.33607273998950865,0.005595383808358104,0.040216821122573874,6001427300,4273.0,4,"5,719","5,723",70,4273.0,4032,2.9,122,2785,194,207,707,1677
4276.0,9.5,4276.0,Urban,4276.0,Asian,4276.0,0.27463002114164903,0.13911205073995772,0.013530655391120507,0.39217758985200846,0.008668076109936576,0.06997885835095137,6001427600,4276.0,8,"4,730","4,738",169,4276.0,4322,2.5,213,3374,531,419,785,1639
4277.0,8.9,4277.0,Urban,4277.0,White,4277.0,0.4990031897926635,0.06279904306220095,0.005980861244019139,0.25996810207336524,0.003987240829346092,0.04565390749601276,6001427700,4277.0,4,"5,016","5,020",80,4277.0,4347,1.8,101,3316,71,358,988,1899
4278.0,8.2,4278.0,Urban,4278.0,White,4278.0,0.5274497617567847,0.04226227470478558,0.008079552517091361,0.24963745597679718,0.0022788481458462812,0.03356121814791796,6001427800,4278.0,5,"4,827","4,832",103,4278.0,3760,4.3,94,2853,220,210,942,1481
4279.0,6.2,4279.0,Urban,4279.0,White,4279.0,0.5267706576728499,0.04489881956155144,0.0065345699831365935,0.23208263069139967,0.0021079258010118043,0.047217537942664416,6001427900,4279.0,2,"4,744","4,746",42,4279.0,4337,6.0,170,3276,281,434,584,1977
