Plurality Race,Tract Number
Some Other Race,5.14
White,6.01
White,6.02
White,8.01
White,8.03
White,8.05
White,8.06
White,8.07
White,9.05
White,9.06
White,9.07
White,9.08
White,9.09
White,9.1
White,9.11
White,9.13
White,9.14
White,9.15
White,10.01
White,10.02
White,11.0
White,12.0
White,13.0
White,14.0
Some Other Race,15.0
Some Other Race,16.01
Some Other Race,16.03
Some Other Race,16.04
Some Other Race,17.0
White,18.0
White,19.0
White,20.02
White,20.04
White,20.05
White,20.06
Some Other Race,21.0
Some Other Race,22.0
Some Other Race,23.02
Some Other Race,23.03
Some Other Race,23.04
Some Other Race,24.01
Some Other Race,24.02
Some Other Race,25.03
Some Other Race,25.04
Some Other Race,25.05
Some Other Race,25.06
Some Other Race,26.02
White,26.03
Some Other Race,26.04
White,26.05
White,27.01
Some Other Race,27.02
White,28.01
White,28.02
White,28.03
White,29.01
White,29.03
White,29.04
Some Other Race,30.02
Some Other Race,30.03
White,30.04
White,31.0
Some Other Race,32.01
White,32.03
Some Other Race,32.04
Some Other Race,32.05
Some Other Race,32.06
White,33.0
White,34.0
White,35.01
Some Other Race,35.02
White,36.03
White,36.07
White,36.08
White,36.09
White,36.1
White,36.11
White,36.12
White,37.0
Some Other Race,38.02
Some Other Race,38.03
White,38.04
White,38.05
White,39.04
White,39.05
White,39.06
White,39.07
White,39.08
White,39.09
White,40.0
White,501.01
White,501.02
White,502.01
White,502.02
White,503.01
Some Other Race,503.02
White,504.01
White,504.02
White,504.03
Asian,505.01
Asian,505.03
White,505.04
White,506.01
White,506.03
White,506.04
White,507.01
White,507.02
White,508.0
White,509.0
White,510.0
White,511.0
White,1.0
White,2.01
White,2.02
White,3.0
White,4.0
White,5.0
White,6.0
White,7.01
White,7.02
White,8.0
White,9.0
White,10.0
White,11.01
White,11.02
White,1.01
White,1.02
White,2.0
White,5.0
White,1.01
White,1.02
Some Other Race,2.02
Some Other Race,2.03
Some Other Race,2.04
Some Other Race,3.02
White,3.03
Some Other Race,3.04
Some Other Race,4.01
Some Other Race,4.02
Some Other Race,5.01
Some Other Race,5.02
Some Other Race,6.0
Some Other Race,7.01
Some Other Race,7.02
Some Other Race,8.01
White,8.02
Some Other Race,9.01
Some Other Race,9.02
White,10.05
White,10.06
White,10.07
White,10.08
Some Other Race,10.09
Some Other Race,10.1
White,10.11
White,10.12
Some Other Race,11.01
Some Other Race,11.02
White,12.0
White,13.03
White,13.04
Some Other Race,13.05
White,13.06
White,14.0
White,15.01
White,15.02
Some Other Race,16.01
Some Other Race,16.02
White,17.01
White,17.03
White,17.05
White,17.06
White,18.0
White,19.01
White,19.02
White,20.02
White,20.03
White,20.04
White,20.06
White,20.08
White,20.09
White,20.1
White,20.11
White,21.0
Some Other Race,22.02
Some Other Race,22.03
Some Other Race,22.04
White,23.02
White,23.03
White,23.04
White,24.01
White,24.02
White,24.03
Some Other Race,25.0
Some Other Race,26.01
Some Other Race,26.02
White,27.01
White,27.02
Some Other Race,28.0
Some Other Race,29.01
White,29.03
White,29.04
Some Other Race,30.01
Some Other Race,30.02
Some Other Race,31.0
Some Other Race,32.01
Some Other Race,32.02
Some Other Race,33.01
White,33.02
White,34.01
White,34.02
White,35.01
White,35.03
White,35.04
White,36.01
White,36.02
Some Other Race,37.0
White,38.01
Some Other Race,38.02
Some Other Race,39.02
Some Other Race,39.03
Some Other Race,39.04
White,40.0
White,41.02
Some Other Race,41.03
Some Other Race,41.04
Some Other Race,42.0
Some Other Race,43.01
Some Other Race,43.02
Some Other Race,44.01
Some Other Race,44.02
Some Other Race,45.0
White,11.0
White,12.0
White,21.01
White,21.02
White,22.01
White,22.02
White,31.01
White,31.02
White,31.03
White,32.0
White,41.01
White,41.02
White,42.01
White,42.02
White,51.01
White,51.02
White,52.01
Some Other Race,9852.02
White,3.02
Some Other Race,3.03
Some Other Race,3.04
Some Other Race,4.0
White,5.0
Some Other Race,6.0
Some Other Race,7.01
Some Other Race,7.02
White,8.0
White,9.01
White,9.02
White,9.03
White,10.02
White,11.01
White,11.02
White,12.01
White,12.02
White,12.04
White,13.02
White,13.03
White,13.04
White,14.01
White,14.02
White,15.06
White,15.07
White,15.08
White,15.09
White,15.1
White,15.11
White,16.02
White,18.01
White,19.01
White,20.0
White,21.02
White,22.0
White,23.01
Some Other Race,23.02
White,24.0
White,25.0
White,26.0
White,27.0
White,28.0
White,29.01
White,29.05
Some Other Race,30.1
Some Other Race,30.11
White,30.13
Some Other Race,31.01
Some Other Race,31.02
Some Other Race,32.01
Some Other Race,33.01
Some Other Race,33.02
Some Other Race,36.08
White,36.13
White,36.14
White,36.15
White,36.16
White,36.17
White,36.18
Some Other Race,37.0
Some Other Race,38.01
Some Other Race,38.02
Some Other Race,39.01
Some Other Race,39.02
Some Other Race,40.0
Some Other Race,41.01
Some Other Race,42.0
White,43.04
White,43.05
White,44.0
Some Other Race,45.03
Some Other Race,45.04
Some Other Race,45.05
Some Other Race,45.07
Some Other Race,45.08
White,46.0
Some Other Race,47.04
Some Other Race,47.1
Some Other Race,47.11
Some Other Race,47.15
Some Other Race,47.16
Some Other Race,47.17
Some Other Race,49.01
Some Other Race,49.02
Some Other Race,50.02
White,50.04
Some Other Race,50.05
Some Other Race,50.06
White,52.02
White,52.03
White,52.04
White,52.05
White,53.04
White,53.05
White,53.06
White,53.07
White,53.08
White,54.01
White,54.03
White,54.04
White,55.02
White,55.03
White,55.04
White,56.01
White,56.02
White,57.0
White,58.01
White,58.03
White,58.04
White,59.01
White,59.06
White,59.07
White,59.08
White,59.09
White,59.1
White,59.11
White,60.0
White,61.01
Some Other Race,61.02
White,62.0
White,63.01
White,63.02
White,64.0
White,65.0
White,66.0
White,67.0
White,68.0
White,69.0
White,70.0
White,71.0
White,72.01
White,72.02
White,73.0
White,74.02
White,74.03
White,74.05
White,74.06
White,75.05
White,75.06
White,75.07
White,75.08
White,75.09
White,75.1
White,75.11
White,75.12
White,75.13
White,75.15
White,75.16
White,76.07
White,76.09
White,76.1
Some Other Race,76.11
White,76.12
White,76.13
White,76.14
White,77.0
White,78.0
White,79.01
White,79.03
White,79.04
White,80.01
White,80.02
White,80.04
White,80.05
White,81.01
White,82.01
White,82.02
White,83.02
White,83.03
White,83.04
White,83.07
White,83.08
White,84.01
White,84.02
White,85.01
White,85.02
Some Other Race,86.01
Some Other Race,86.02
Some Other Race,87.0
Some Other Race,88.0
Some Other Race,89.0
Some Other Race,91.0
Some Other Race,92.0
White,93.0
White,94.0
White,95.0
White,96.0
Some Other Race,97.0
White,101.02
White,101.03
White,101.04
White,101.05
White,102.01
White,102.03
White,102.04
White,103.1
White,103.12
White,103.13
White,103.14
White,103.15
White,104.01
White,104.02
White,105.01
White,105.05
White,105.08
White,105.09
White,105.1
White,105.11
White,105.12
White,105.13
White,106.02
White,106.05
White,106.07
White,106.08
White,106.09
White,106.1
White,106.11
White,107.01
White,107.03
White,107.04
White,108.0
White,109.01
White,109.02
White,110.01
White,110.02
White,111.01
Some Other Race,111.02
White,111.03
White,112.03
White,112.04
White,112.07
White,112.08
White,112.09
White,112.1
White,112.11
White,113.01
White,113.02
White,113.03
White,113.04
White,114.0
White,115.0
White,401.0
White,402.01
White,402.02
White,403.01
White,403.02
White,403.04
White,403.05
White,404.0
White,405.0
White,406.0
White,407.01
White,407.02
White,408.0
White,409.01
White,409.02
White,410.01
White,410.02
White,411.01
White,411.02
