Estimate!!Total!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level,Estimate!!Unemployment rate!!Population 16 years and over,Tract Number
185,5.2,3.03
183,14.0,3.05
463,5.7,3.06
141,10.4,4.01
299,3.6,4.03
77,0.7,4.04
152,6.3,5.03
410,16.0,5.04
544,15.2,5.05
739,10.3,6.01
656,8.5,6.02
543,9.9,6.03
437,14.9,7.01
204,4.4,7.02
208,10.3,8.01
199,8.1,8.02
151,9.2,9.01
534,4.9,9.03
232,9.4,9.04
756,10.5,10.03
546,12.1,10.04
343,11.6,10.05
730,16.5,10.06
783,2.3,10.07
761,11.0,10.08
506,17.5,11.01
260,6.7,12
422,16.4,13.01
803,17.5,13.02
577,6.0,14.01
441,12.2,14.02
45,1.5,15.01
259,12.4,15.02
684,15.5,15.03
989,14.2,16.01
426,18.4,16.03
312,10.8,16.04
763,4.4,17
265,27.1,18.01
556,12.8,19.01
166,8.7,19.02
196,0.0,20.01
573,6.0,20.02
202,12.4,21
766,16.4,22.01
159,11.7,22.03
311,15.7,22.04
248,3.6,23.01
282,8.8,23.03
110,11.0,23.04
191,19.3,23.05
121,3.4,23.06
160,9.0,24.01
235,26.4,24.03
252,9.3,24.04
110,11.4,25
116,4.1,26.01
396,7.1,26.02
390,13.7,1
169,8.2,2
78,1.6,3
92,6.0,4
460,6.2,1.01
135,4.3,1.02
131,0.0,2.01
195,0.6,2.02
92,2.4,1.01
273,8.0,1.03
93,4.4,1.04
38,3.5,1.05
254,8.2,1.06
634,1.3,2
205,2.4,3
538,6.8,4
452,6.3,5.01
385,4.1,5.02
723,7.7,6
543,5.2,7.01
352,2.8,7.02
399,6.2,8
392,7.0,9
87,4.1,12
269,3.9,13
241,6.3,14
184,5.2,15
53,2.3,16
428,11.5,17
270,4.3,18.01
346,4.8,18.02
313,17.4,101.01
71,5.0,101.02
60,2.3,102.02
155,10.5,103.05
32,4.6,103.06
377,8.9,104
155,5.8,105.01
304,6.5,105.04
169,5.3,105.05
316,6.5,105.06
166,6.7,106.03
105,1.4,106.04
160,3.0,106.05
379,2.9,106.06
391,6.9,106.07
153,3.4,106.08
81,2.1,107.02
318,1.4,108.04
0,25.0,109
81,2.9,110.01
114,0.0,110.02
38,4.0,111.01
193,1.5,111.03
253,0.0,111.04
426,4.3,111.05
33,0.0,111.06
370,1.7,112.02
272,4.6,112.03
385,3.0,112.04
753,0.0,113.02
119,1.6,113.03
284,3.0,113.05
223,5.1,113.06
184,10.4,114
283,4.7,115.02
113,4.5,116.04
77,7.1,116.05
144,3.8,116.06
72,3.5,117
35,0.0,118.01
2,0.1,118.02
18,3.8,119.01
58,5.4,119.02
137,4.9,120
48,6.8,121
56,6.6,122
85,1.6,123.02
76,5.9,124.01
134,8.6,124.02
122,1.1,125.03
339,3.0,125.04
1,10.3,126.01
152,4.5,127
119,3.6,128
271,8.5,130
57,3.8,131
139,11.1,132
601,1.8,133
46,9.6,134
210,5.0,135
619,8.8,136
497,2.5,137
321,7.2,138
157,2.4,139
286,4.3,140
538,5.6,141.02
0,30.2,141.04
508,5.7,141.05
70,3.2,141.08
60,9.5,141.09
20,2.4,141.10
286,5.4,142.01
311,4.9,142.02
70,4.4,143.01
286,4.2,143.02
250,2.1,145
278,5.5,146.01
403,7.3,147
264,4.0,148
0,-,9800
0,-,9900
135,5.7,2002.01
197,2.0,2002.02
147,7.1,2002.03
518,6.7,2003.01
119,5.7,2003.02
101,2.7,2004
279,8.1,2005.01
117,8.3,2005.03
61,2.7,2005.04
237,9.6,2005.05
110,3.7,2006.01
221,5.2,2006.02
77,2.3,2007.03
169,2.9,2007.04
90,0.6,2007.05
42,4.2,2007.06
47,3.5,2007.07
248,3.5,2008.02
112,8.5,2008.03
225,5.3,2008.04
90,0.0,2009
108,2.6,2010.03
395,3.5,2010.04
145,5.9,2010.05
41,3.6,2010.06
184,7.6,2010.07
19,5.0,2011.01
102,5.4,2011.02
142,2.4,2012
132,5.0,2013
19,0.0,2014.01
58,0.9,2014.02
0,2.4,2014.03
55,6.7,2015
174,2.4,2016.01
112,4.0,2016.02
263,7.6,2017
147,2.2,2018
110,4.7,2019
140,4.3,2020
162,2.4,1.02
290,4.2,1.04
284,8.5,1.05
101,6.4,1.06
41,2.6,1.07
278,4.7,2
118,2.6,3
171,3.9,4.01
106,5.5,4.03
430,5.5,4.04
196,1.5,5.02
57,6.7,5.03
170,5.4,5.04
312,2.1,6.01
212,1.9,6.02
302,2.9,7.01
249,6.1,7.02
631,12.9,8.01
494,3.3,8.02
305,1.6,9
245,6.0,12.05
442,0.2,12.07
159,3.7,12.08
19,4.3,12.09
52,0.0,12.10
0,0.0,12.11
55,5.0,11.01
192,4.0,11.02
182,8.8,11.03
378,4.7,12.01
320,9.0,12.02
260,6.2,13.01
453,4.0,13.03
202,11.4,13.04
308,9.1,14.01
182,6.6,14.02
133,0.3,14.03
451,10.4,14.04
145,5.3,15.01
250,3.2,15.03
179,8.0,15.04
132,5.9,15.05
94,5.9,15.06
270,4.2,15.07
304,4.5,16.02
86,6.2,16.03
202,3.2,16.04
364,9.3,17.04
97,3.9,17.05
115,6.9,17.06
48,9.1,17.08
145,2.5,17.09
90,5.2,17.10
523,8.3,18.01
519,6.5,18.02
102,3.9,19.01
476,5.4,19.02
138,4.6,19.03
270,10.7,110
164,3.6,111.01
605,10.8,111.02
291,5.4,112
334,6.1,113
197,4.8,114.01
71,4.0,114.02
454,8.9,114.03
383,7.6,115.02
98,6.3,115.03
1029,9.0,115.04
1063,8.1,116.01
499,5.3,116.02
295,4.6,117.07
736,6.7,117.08
34,4.0,117.09
13,8.5,117.10
715,9.5,117.11
307,7.5,117.12
21,0.6,117.14
87,3.7,117.15
239,8.5,117.16
84,1.6,117.17
136,4.2,117.18
721,5.9,117.20
374,1.9,117.21
123,8.4,117.22
131,3.4,218.02
78,2.7,218.07
41,2.1,218.09
145,4.5,218.10
163,0.7,218.12
0,0.0,218.13
307,7.5,218.14
249,2.8,218.16
140,6.6,218.17
19,5.5,218.20
268,2.0,218.21
517,3.5,218.22
90,4.3,218.23
19,5.5,218.24
71,1.8,218.25
67,4.8,218.26
43,4.4,218.27
0,2.1,218.28
148,2.1,218.29
22,2.9,218.30
68,5.9,218.31
97,3.9,218.32
125,6.9,219.03
109,1.9,219.05
101,10.0,219.12
331,3.9,219.13
184,2.9,219.14
23,2.8,219.15
65,8.9,219.16
26,4.0,219.17
97,2.5,219.18
75,10.0,219.19
78,5.2,219.20
89,4.3,219.21
86,3.3,219.22
104,1.8,219.23
177,11.1,219.24
120,5.2,320.02
83,1.9,320.03
62,3.2,320.11
90,4.8,320.12
246,2.4,320.13
468,3.5,320.14
177,1.9,320.15
74,1.6,320.20
152,3.4,320.22
176,3.7,320.27
145,4.8,320.28
180,4.4,320.29
34,2.9,320.30
54,3.2,320.31
83,8.0,320.32
206,5.8,320.33
86,6.4,320.34
43,10.3,320.35
109,1.5,320.36
121,1.4,320.37
81,7.7,320.38
199,5.5,320.39
69,6.9,320.40
76,5.1,320.41
107,1.1,320.42
96,4.3,320.43
76,2.7,320.44
59,7.6,320.45
68,2.5,320.46
139,3.6,320.47
140,4.8,320.48
142,3.8,320.49
319,4.2,320.50
42,1.5,320.51
293,3.3,320.53
384,3.4,320.54
128,3.8,320.55
164,4.0,320.57
72,3.1,320.58
143,4.9,320.59
50,3.0,320.61
29,1.4,320.62
89,4.5,320.63
58,3.4,320.64
0,3.0,320.65
42,7.2,320.66
107,3.5,421.06
283,10.1,421.07
313,4.3,421.08
193,5.7,421.09
90,3.1,421.11
151,3.9,421.12
241,1.3,421.13
90,4.9,421.14
0,14.9,421.15
180,1.9,421.16
222,2.7,422.01
566,4.0,422.03
337,5.8,422.05
127,6.0,422.06
172,6.8,423.05
212,1.5,423.07
170,6.4,423.11
255,4.4,423.12
354,3.5,423.13
208,6.4,423.15
90,1.6,423.17
127,5.6,423.19
392,5.0,423.20
105,2.2,423.23
78,1.4,423.24
142,5.4,423.25
245,2.6,423.26
367,6.3,423.27
223,9.2,423.28
96,4.7,423.29
227,9.6,423.30
88,2.9,423.31
311,11.4,423.32
127,4.7,423.33
341,5.5,423.34
326,5.6,423.35
74,6.0,423.36
59,5.5,423.37
180,2.2,423.38
35,9.6,423.39
243,0.0,423.40
252,1.1,423.41
53,4.2,524.08
251,12.1,524.10
376,5.9,524.11
35,3.7,524.15
233,4.3,524.16
58,7.5,524.17
21,3.3,524.19
327,4.7,524.21
283,3.9,524.22
173,3.3,524.23
228,3.9,524.24
284,7.1,524.25
74,2.5,524.27
99,4.4,524.28
543,6.2,524.29
240,3.9,524.30
169,2.9,524.31
340,1.9,524.32
1059,12.2,524.33
109,3.2,524.34
280,0.0,524.35
0,0.0,524.36
250,7.1,524.37
101,5.0,524.38
373,4.8,524.39
163,2.6,525.02
328,10.3,525.05
162,13.6,525.06
65,3.0,525.11
353,8.5,525.13
321,11.0,525.14
606,3.7,525.18
304,5.9,525.19
70,7.7,525.20
521,3.4,525.21
156,4.6,525.22
428,3.2,525.23
214,3.1,525.24
532,7.1,525.26
135,4.8,525.27
51,1.8,525.28
39,5.0,525.29
524,4.2,525.30
64,4.8,525.31
119,4.0,525.32
120,5.2,525.33
568,14.4,525.34
130,2.6,525.35
156,7.1,626.05
2792,5.1,626.10
1345,9.5,626.11
3168,8.8,626.14
97,3.3,626.19
194,5.1,626.20
104,1.7,626.22
128,0.8,626.25
1366,15.1,626.26
1257,4.1,626.27
296,3.3,626.28
93,3.4,626.29
4,4.1,626.30
69,7.8,626.31
121,6.3,626.32
62,3.5,626.33
63,1.3,626.34
90,3.8,626.35
185,3.5,626.36
229,2.8,626.37
275,4.6,626.38
157,5.0,626.39
134,3.3,626.40
78,2.1,626.41
170,1.0,626.42
242,3.0,626.43
331,2.2,626.45
68,10.1,626.46
279,6.9,626.47
51,7.7,626.48
110,8.9,626.49
249,1.1,626.50
111,3.1,626.51
257,3.5,626.52
468,3.7,626.53
519,2.3,626.54
40,0.0,626.55
208,13.7,626.56
50,11.5,626.57
236,1.2,626.58
92,3.4,627.01
145,1.1,627.02
325,1.3,628
56,2.4,629
120,2.5,630.04
56,0.0,630.05
0,6.8,630.06
340,6.2,630.07
25,2.4,630.08
85,3.9,630.09
202,2.7,630.10
135,4.3,631.01
268,5.3,631.02
67,3.7,631.03
204,5.8,632.01
109,3.8,632.02
165,3.5,633.01
136,5.5,633.02
197,1.1,634
647,1.8,635
167,5.7,636.01
130,1.8,636.03
343,7.3,636.04
824,5.9,636.05
578,6.1,637.01
377,1.3,637.02
26,1.3,638.02
241,3.5,638.03
212,5.7,638.05
136,3.7,638.06
328,3.9,638.07
479,3.3,638.08
409,7.7,639.02
144,5.5,639.03
254,2.9,639.04
248,4.2,639.05
386,7.6,639.06
236,3.5,639.08
244,3.2,639.09
364,2.6,639.10
257,5.0,740.03
446,4.6,740.04
567,7.2,740.05
256,3.8,740.06
198,4.0,741.02
113,4.1,741.03
393,3.0,741.06
192,1.1,741.07
223,4.0,741.08
123,1.1,741.09
259,1.1,741.10
284,3.2,741.11
405,4.8,742
239,4.2,743
673,2.4,744.03
624,3.2,744.05
378,5.3,744.06
414,10.4,744.07
183,7.7,744.08
718,5.6,745.01
337,4.0,745.02
405,5.2,746.01
697,3.4,746.02
475,7.0,747.01
377,5.6,747.02
288,8.1,748.01
563,5.8,748.02
397,7.8,748.03
373,3.1,748.05
494,5.6,748.06
907,8.3,749.01
500,8.4,749.02
1061,6.8,750.02
893,10.6,750.03
562,8.2,750.04
459,6.6,751
376,7.2,752.01
319,5.5,752.02
338,6.5,753.01
219,7.3,753.02
49,4.4,753.03
125,2.1,754.01
375,2.6,754.03
579,2.1,754.04
232,4.4,754.05
116,1.3,755.04
141,1.9,755.05
86,4.3,755.06
414,4.1,755.07
119,3.3,755.12
227,6.1,755.13
411,4.5,755.14
810,1.9,755.16
116,2.7,755.17
610,3.6,755.18
46,2.3,756.03
102,6.5,756.04
71,4.6,756.05
211,1.9,756.06
351,5.0,756.07
166,1.6,757.01
43,3.4,757.02
73,4.8,757.03
384,1.5,758.05
370,3.6,758.06
140,3.5,758.07
109,2.6,758.08
222,3.6,758.09
27,0.4,758.10
213,4.1,758.11
278,2.9,758.12
117,4.4,758.13
60,5.5,758.14
236,7.0,758.15
224,5.6,758.16
438,2.5,759.01
1055,2.6,759.02
661,7.2,760.01
12,0.0,760.02
277,5.9,761.02
704,5.3,761.03
439,2.5,761.04
223,8.2,761.05
361,6.4,762.01
224,1.7,762.02
389,5.9,762.04
590,5.5,762.05
665,1.6,762.06
280,3.8,762.08
369,2.7,863.01
812,1.1,863.03
352,5.1,863.04
179,2.1,863.05
280,2.5,863.06
287,3.6,864.02
183,4.8,864.04
505,5.9,864.05
268,3.2,864.06
459,8.9,864.07
345,4.5,865.01
618,3.1,865.02
998,8.0,866.01
373,4.0,866.02
659,3.7,867.01
515,6.9,867.02
120,3.8,868.01
460,5.8,868.02
878,8.1,868.03
926,10.2,869.01
283,4.3,869.02
773,4.0,869.03
691,6.5,870.01
433,4.0,870.02
408,6.5,871.01
668,6.9,871.02
562,3.2,871.03
321,5.7,871.05
158,4.5,871.06
950,1.8,872
760,5.3,873.01
533,8.3,873.02
157,5.1,874.01
327,8.9,874.03
298,3.5,874.04
559,7.5,874.05
468,3.5,875.03
796,8.3,875.04
345,6.5,875.05
639,5.2,876.01
664,4.5,876.02
476,8.5,877.01
287,3.5,877.03
280,8.1,877.04
282,8.6,878.01
333,7.6,878.02
708,15.7,878.03
332,10.4,878.05
607,5.1,878.06
293,1.8,879.01
392,4.4,879.02
215,2.0,880.01
514,0.9,880.02
201,3.1,881.01
323,9.5,881.04
440,6.7,881.05
254,6.9,881.06
416,9.4,881.07
570,4.1,882.01
258,2.8,882.02
234,3.7,882.03
481,8.4,883.01
241,2.6,883.02
220,7.9,884.01
279,8.2,884.02
370,2.0,884.03
265,6.1,885.01
285,3.4,885.02
335,1.9,886.01
405,5.0,886.02
439,10.8,887.01
235,5.4,887.02
928,6.5,888.01
484,7.2,888.02
736,5.1,889.01
375,6.0,889.02
719,4.8,889.03
447,5.4,889.04
279,3.8,889.05
372,5.9,890.01
440,4.1,890.03
570,3.1,890.04
403,4.8,891.02
712,6.4,891.04
297,7.9,891.05
284,1.0,891.06
270,5.4,891.07
495,4.0,992.02
362,7.7,992.03
350,8.0,992.04
497,6.7,992.12
175,3.6,992.14
130,6.6,992.15
132,3.5,992.16
78,5.3,992.17
417,3.6,992.20
602,15.4,992.22
415,3.8,992.23
96,4.2,992.24
239,6.7,992.25
386,13.8,992.26
407,4.9,992.27
296,2.6,992.29
142,6.0,992.30
232,3.1,992.31
230,5.4,992.32
101,6.4,992.33
43,8.7,992.34
274,6.0,992.35
88,7.2,992.37
186,0.7,992.38
156,3.8,992.39
55,3.1,992.40
97,10.0,992.41
141,4.6,992.42
152,2.5,992.43
46,2.2,992.44
41,1.7,992.45
30,6.6,992.46
324,8.8,992.47
641,1.9,992.48
309,6.0,992.49
141,1.5,992.50
192,4.8,992.51
294,2.7,993.05
166,4.3,993.06
137,3.1,993.07
181,0.9,993.08
136,4.5,993.09
152,2.1,993.10
108,3.8,993.11
725,6.8,994.02
99,9.5,994.04
279,3.5,994.05
196,8.5,994.06
132,1.5,994.07
190,5.9,994.08
750,5.1,994.10
315,5.6,994.11
286,3.6,994.12
74,5.2,994.15
426,3.4,994.16
161,2.1,994.17
404,2.7,994.18
50,5.9,994.19
4,19.3,995.02
8,3.0,995.04
39,6.6,995.06
382,7.3,995.08
48,0.0,995.09
26,2.4,995.10
83,1.9,995.11
90,2.6,995.12
55,2.0,995.13
143,5.5,995.14
857,9.8,996.01
100,4.1,996.02
280,2.5,996.03
102,5.4,996.04
271,10.4,996.05
771,8.1,997.01
943,7.8,997.02
467,3.9,997.03
420,11.1,998.01
709,7.8,998.02
517,6.6,998.03
227,6.2,999.02
695,4.3,999.03
441,8.2,999.04
163,2.5,999.05
143,6.7,999.06
115,5.5,1100.01
214,5.8,1100.03
158,2.5,1100.04
105,4.1,1100.05
120,5.7,1100.06
69,7.0,1100.07
33,5.2,1100.08
115,3.1,1100.10
47,5.2,1100.11
21,5.2,1100.12
277,5.5,1100.14
87,3.1,1100.15
258,2.9,1101.02
89,4.7,1101.04
76,4.1,1101.06
110,13.2,1101.08
203,4.6,1101.09
293,4.5,1101.10
296,4.9,1101.11
46,4.5,1101.13
251,5.5,1101.14
186,3.1,1101.15
167,1.4,1101.16
353,2.0,1101.17
53,5.1,1101.18
475,2.8,1102.01
593,5.5,1102.02
197,5.0,1102.03
312,2.7,1103.01
202,2.1,1103.02
359,2.9,1103.03
100,9.2,1103.04
187,5.5,1104.01
314,4.9,1104.02
696,4.9,1105
865,6.6,1106.03
260,2.4,1106.04
124,4.5,1106.05
275,5.5,1106.06
441,6.8,1106.07
0,38.5,9800
0,-,9901
12,0.0,201.04
90,4.9,201.05
22,0.0,201.06
294,1.6,201.07
371,5.2,202
708,4.2,203
197,4.0,204.01
97,5.5,204.02
42,6.6,205.01
93,3.6,205.02
122,2.3,206.01
69,1.2,206.04
111,4.0,206.05
32,4.2,206.06
234,3.4,206.07
111,3.7,206.08
171,3.5,207.10
177,7.4,207.11
148,6.6,207.12
190,4.3,207.13
230,0.9,207.14
213,8.4,207.15
337,7.3,207.17
211,5.1,208.05
315,2.5,208.06
349,5.8,209.01
327,1.4,209.08
165,8.5,210.03
70,4.0,210.34
110,5.3,210.37
218,5.7,210.38
9,0.0,210.39
37,11.4,210.40
250,3.9,210.43
122,2.3,210.44
267,10.8,210.45
306,4.1,210.46
171,8.1,210.47
67,4.4,210.48
411,8.8,211.03
51,4.2,211.06
124,9.2,211.08
289,3.2,211.09
38,5.4,211.22
22,3.5,211.23
270,4.1,211.28
139,5.5,211.29
125,1.9,211.30
21,8.0,211.31
490,1.7,212.03
115,7.5,212.04
259,3.1,213.04
187,2.7,213.23
81,4.9,213.24
390,3.2,213.25
0,10.6,213.26
87,0.4,213.27
255,3.0,213.28
189,4.5,214.01
456,3.2,214.03
192,2.1,215.01
146,2.4,215.02
345,3.5,216.03
69,1.8,216.04
339,4.7,218.01
320,1.2,218.02
141,4.0,219.01
104,6.0,219.02
242,2.0,220.02
18,3.3,220.11
229,5.1,220.13
66,4.9,220.14
10,0.8,221
21,0.0,222
55,9.3,223
80,3.1,224
183,6.9,225
169,4.9,226
151,5.7,228
178,2.1,229
35,3.3,230
96,4.3,231
116,2.8,232
104,2.9,233
307,2.4,234
0,10.2,235.01
109,2.2,235.02
39,4.9,236
81,0.0,237
48,5.3,238
57,2.6,239
0,-,9900
424,4.4,1
67,11.6,2.01
44,7.1,2.02
368,6.4,3
387,11.3,4
94,1.3,5.01
72,10.2,5.02
160,7.9,301.01
215,8.6,301.03
411,7.2,301.04
91,4.7,302
436,7.3,303
745,10.0,304
412,8.4,305.01
273,16.6,305.02
458,14.3,305.03
114,8.7,306.02
199,4.2,306.03
0,4.9,306.04
42,5.9,306.05
618,6.4,307
325,10.3,308
118,7.2,309
408,2.5,310.01
656,7.0,310.02
428,5.6,311
407,5.3,312
350,6.0,313
439,8.4,314.01
570,5.8,314.02
319,6.3,315.01
228,6.9,315.03
441,4.7,315.04
295,5.1,316.01
250,5.5,316.02
190,7.0,317.01
99,2.5,317.02
262,4.9,317.03
195,1.4,317.04
257,9.1,401.01
222,3.5,401.02
352,4.8,402.01
159,7.8,402.02
489,16.2,402.03
323,9.4,402.04
327,9.5,403.02
248,11.8,403.03
256,14.9,403.04
250,5.2,403.05
459,8.2,404.02
249,7.3,404.03
197,4.8,404.04
123,5.3,404.05
330,5.5,405.01
720,8.2,405.02
279,9.3,405.03
79,5.7,406.03
197,3.6,406.04
332,8.6,406.05
484,7.8,406.06
251,2.6,406.09
297,7.4,406.11
132,5.7,406.16
292,2.8,406.17
533,6.8,406.18
86,1.4,406.19
208,3.8,406.20
143,4.4,406.21
217,4.0,406.22
52,3.1,407.01
78,4.6,407.02
98,9.6,407.03
60,0.9,408.06
59,2.7,408.07
551,6.5,408.08
477,4.8,408.09
421,3.7,408.12
195,2.3,408.13
470,1.6,408.14
324,2.0,408.15
113,9.6,408.16
372,3.5,408.21
371,6.7,409.01
345,8.6,409.02
283,5.6,409.03
168,5.6,409.04
266,9.4,410.01
144,11.6,410.02
188,4.8,410.03
199,4.6,410.04
869,5.1,411.01
411,6.6,411.02
152,5.8,412.01
124,5.4,412.02
304,8.6,412.03
382,7.7,413.01
378,7.3,413.02
81,5.8,414.03
138,5.4,414.04
348,0.4,414.05
462,6.0,414.06
451,5.7,414.07
393,8.1,414.08
382,6.2,414.10
121,6.7,414.11
284,6.5,414.12
303,4.4,414.13
138,3.1,414.14
215,0.0,414.15
270,9.5,415
354,3.2,416.01
524,1.1,416.02
396,2.4,417.02
628,3.8,417.03
337,5.3,417.04
106,2.3,418.03
190,4.1,418.04
184,6.4,418.05
210,3.3,418.06
53,3.7,418.07
174,3.5,418.08
213,4.8,418.09
293,4.0,418.10
48,2.6,418.12
289,5.5,418.13
103,4.9,419.04
335,6.4,419.05
273,8.0,419.06
231,4.6,419.09
136,3.0,419.10
276,5.8,419.12
137,3.5,419.13
138,5.0,419.14
177,6.8,419.15
221,7.5,420.03
80,2.1,420.04
301,6.8,420.05
462,5.6,420.07
181,1.0,420.08
746,13.2,420.09
745,8.7,420.10
217,3.7,420.12
96,5.7,420.15
43,1.3,420.16
74,5.1,420.17
506,3.8,420.18
545,3.3,422.06
95,4.0,422.07
48,2.1,422.08
835,11.2,422.09
1433,11.7,422.10
761,5.1,422.12
901,6.8,422.13
232,2.0,422.14
260,5.8,422.17
568,6.8,423
35,0.7,424.01
465,3.6,424.02
104,3.3,424.03
258,6.2,424.04
623,16.1,424.05
357,5.0,424.06
188,8.7,424.07
163,3.6,424.08
302,9.5,424.09
313,7.8,424.10
138,7.5,424.11
341,7.0,424.12
441,16.9,425.05
485,16.5,425.07
372,2.1,425.08
189,12.6,425.09
739,14.2,425.10
280,11.9,425.11
313,13.7,425.12
289,10.6,425.13
248,11.3,425.14
550,20.0,425.15
386,11.2,425.16
236,9.1,425.17
198,10.7,425.18
223,5.2,425.19
286,10.6,425.20
441,8.7,425.21
295,0.8,425.22
647,11.5,425.23
436,8.9,426.21
432,5.7,426.22
177,8.8,426.23
195,6.3,426.24
310,3.3,426.25
545,4.7,426.26
197,12.0,426.27
466,8.0,426.28
398,4.9,426.29
199,5.5,426.30
456,11.7,426.31
121,6.8,426.32
174,9.2,427.08
136,5.9,427.09
197,5.3,427.11
54,2.0,427.14
173,5.3,427.16
439,5.6,427.17
366,1.8,427.19
457,10.4,427.20
448,12.1,427.23
78,12.2,427.24
202,4.9,427.26
62,3.1,427.28
656,5.8,427.30
592,6.2,427.31
150,6.9,427.32
464,8.6,427.33
75,2.8,427.37
346,7.2,427.38
66,6.4,427.39
66,18.5,427.40
61,13.2,427.41
44,7.2,427.42
77,4.2,427.43
343,4.1,427.44
567,7.5,427.45
147,6.2,427.46
340,8.5,427.47
275,2.6,427.48
302,4.2,427.49
429,11.8,427.50
293,7.3,427.51
151,14.0,427.52
187,6.8,428.01
391,7.2,428.02
507,9.9,429.02
311,10.6,429.03
570,9.1,429.05
405,9.7,429.06
235,2.4,429.07
572,6.2,429.08
872,7.2,430.01
590,8.4,430.03
433,10.3,430.05
436,11.8,430.06
211,4.6,430.07
277,10.7,430.08
216,7.8,430.09
197,6.5,430.10
58,9.8,432.01
196,7.1,432.02
69,0.1,432.03
407,3.9,432.04
212,7.2,432.05
340,9.4,432.06
128,1.6,432.07
192,1.1,432.08
273,3.2,432.09
42,10.2,432.10
351,8.5,432.11
315,9.3,432.16
217,7.5,432.17
128,4.7,432.18
350,3.2,432.20
389,11.2,432.22
186,6.9,432.27
298,5.4,432.28
105,4.9,432.29
217,9.8,432.35
130,7.1,432.46
72,3.9,432.48
29,2.4,432.52
99,5.9,432.54
44,8.9,432.56
50,3.6,432.62
347,7.5,432.64
249,3.9,432.65
624,4.1,432.66
136,9.5,432.67
244,4.0,432.70
118,6.5,432.71
173,7.8,432.72
90,9.5,432.74
104,6.6,432.76
104,5.2,432.78
91,6.2,432.79
76,15.4,432.92
240,10.9,432.93
89,11.4,432.94
301,4.8,432.95
132,2.6,432.96
367,5.2,432.97
172,1.6,432.98
339,6.3,433.04
218,7.6,433.06
936,12.4,433.07
443,16.1,433.08
359,18.3,433.09
552,7.0,433.10
132,14.5,433.11
406,14.7,433.12
488,13.3,433.13
392,7.5,433.14
107,8.1,433.15
108,9.8,433.16
83,2.8,433.18
281,10.4,433.19
924,14.7,434.01
305,7.6,434.03
92,16.4,434.04
612,13.2,434.05
248,9.5,435.03
314,13.9,435.05
379,5.3,435.06
449,16.7,435.09
474,6.1,435.12
297,5.9,435.13
405,7.9,435.17
169,9.9,435.18
27,0.0,435.19
82,9.6,435.20
402,23.7,435.21
271,20.4,435.22
377,9.1,435.23
122,9.0,435.24
621,17.8,436.01
649,11.2,436.02
512,9.5,437.01
379,3.8,437.02
298,6.9,437.03
464,4.1,438.02
553,4.1,438.07
154,10.3,438.09
114,8.3,438.10
162,6.0,438.12
641,7.0,438.13
300,3.0,438.18
433,2.5,438.20
300,11.6,438.21
78,7.6,438.22
281,3.2,438.23
594,20.3,438.24
231,6.0,439
172,8.8,440
511,9.4,441.01
390,8.9,441.02
489,1.0,441.03
239,11.9,441.04
586,10.5,442
263,10.1,443
489,6.9,444.03
133,9.0,444.04
161,4.5,444.05
212,8.1,444.06
199,5.3,444.07
380,5.1,445.05
1273,21.7,445.07
691,13.4,445.09
882,3.7,445.10
584,9.1,445.15
433,1.6,445.16
188,4.4,445.17
395,1.3,445.18
100,3.8,445.20
137,5.9,445.21
104,2.2,445.23
478,8.3,445.24
283,6.8,446.02
222,3.0,446.04
973,13.6,446.05
523,5.3,446.06
364,11.0,447.01
341,12.3,447.02
307,12.5,448.04
24,1.3,448.05
320,9.7,448.06
194,4.8,448.07
370,9.8,449.04
730,6.4,449.07
551,4.0,449.11
660,12.7,449.16
248,14.3,449.17
88,6.6,449.18
138,9.1,449.19
286,12.9,449.21
240,2.0,449.22
291,10.0,449.23
59,4.1,449.24
217,4.1,449.25
291,4.5,449.26
179,9.3,449.27
88,4.9,449.28
107,6.1,449.29
471,5.1,449.30
217,7.5,449.31
79,11.4,449.32
645,2.8,449.33
529,4.0,449.34
490,6.8,450
273,6.8,451.03
881,8.7,451.09
381,3.2,451.10
43,2.9,451.14
43,5.1,451.15
47,4.7,451.16
522,3.1,451.17
213,2.3,451.18
193,4.3,451.19
301,10.3,451.20
21,6.5,451.22
41,7.8,451.23
104,5.8,451.24
157,17.9,451.25
178,1.2,451.26
256,2.8,451.27
56,0.0,451.28
594,11.4,451.29
618,6.4,452.07
287,13.3,452.09
94,10.9,452.12
708,11.3,452.13
201,7.2,452.14
59,4.7,452.16
730,3.9,452.17
130,1.3,452.22
574,2.8,452.24
314,6.3,452.26
548,3.0,452.28
208,8.3,452.33
188,6.0,452.34
577,5.5,452.35
377,10.5,453.02
339,25.8,453.03
68,3.4,453.05
190,8.9,453.06
499,10.4,455.01
619,17.8,455.02
121,7.9,456.06
424,15.5,456.10
519,18.4,456.11
482,12.2,456.12
65,6.2,456.13
12,11.2,456.14
254,15.2,456.15
222,9.9,456.16
144,14.1,456.17
313,21.0,456.18
740,18.9,456.19
704,19.1,457.03
480,27.5,457.04
970,23.6,457.06
826,18.4,457.07
627,23.1,457.08
808,17.7,457.09
79,6.0,459
252,4.9,461.01
307,11.5,461.02
179,4.0,461.03
380,16.2,462
172,1.2,464.01
475,5.5,464.02
791,5.4,464.03
303,12.2,464.04
171,3.4,464.05
21,24.8,465.01
796,10.7,465.02
